"ms","ms_name","fund","year","planned_eu_amount","n_3_decommitment_amount","net_planned_eu_amount","cumulative_initial_pre_financing","cumulative_additional_initial_pre_financing","recovery_of_initial_pre_financing","net_initial_pre_financing","cumulative_annual_pre_financing","annual_pre_financing_covered_by_expenditure","recovery_of_annual_pre_financing","net_annual_pre_financing","cumulative_interim_payments","recovery_of_expenses","net_interim_payments","total_net_payments","eu_payment_rate","eu_payment_rate_on_planned_eu_amount"
"RO","Romania","TOTAL","2020","17661077676","0","17661077676","664056520.67","0","0","664056520.67","2199687224.64","163754408.5","1137801428.81","898131387.33","5736586952.72","2288074.45","5898053286.77","7460241194.77","42.24","42.24"
"LV","Latvia","ERDF","2016","2401252452","0","2401252452","67715319.12","0","0","67715319.12","45143546.08","0","0","45143546.08","61323887.47","0","61323887.47","174182752.67","7.25","7.25"
"SE","Sweden","TOTAL","2018","934750041","0","934750041","26648949","0","0","26648949","65247084.05","10362939.84","30720856.55","24163287.66","271963794.19","0","282326734.03","333138970.69","35.64","35.64"
"RO","Romania","CF","2019","6934996977","0","6934996977","260755886.36","0","0","260755886.36","668186958.8","45957467.63","434811197.85","187418293.32","1616163134.42","0","1662120602.05","2110294781.73","30.43","30.43"
"LT","Lithuania","CF","2014","2048917626","0","2048917626","19259825.68","0","0","19259825.68","0","0","0","0","0","0","0","19259825.68","0.94","0.94"
"LT","Lithuania","ERDF","2017","3501411767","0","3501411767","98739811.83","0","0","98739811.83","152223876.58","0","65826541.22","86397335.36","293471542.35","0","293471542.35","478608689.54","13.67","13.67"
"BE","Belgium","ERDF","2017","953009307","0","953009307","26778362.34","0","0","26778362.34","41283308.62","0","17852241.56","23431067.06","35270978.39","0","35270978.39","85480407.79","8.97","8.97"
"FR","France","TOTAL","2016","8426107776","0","8426107776","237689732.43","0","0","237689732.43","158459821.62","0","0","158459821.62","73932310.58","0","73932310.58","470081864.63","5.58","5.58"
"LV","Latvia","ERDF","2015","2401252452","0","2401252452","45143546.08","0","0","45143546.08","0","0","0","0","0","0","0","45143546.08","1.88","1.88"
"DE","Germany","TOTAL","2017","10773842813","0","10773842813","303822367.17","0","0","303822367.17","468392816.15","0","202548244.78","265844571.37","729411336.72","0","729411336.72","1299078275.26","12.06","12.06"
"SK","Slovakia","TOTAL","2015","11528546809","0","11528546809","216736679.98","0","0","216736679.98","0","0","0","0","0","0","0","216736679.98","1.88","1.88"
"LT","Lithuania","CF","2017","2048917626","0","2048917626","57779477.04","0","0","57779477.04","89076693.78","0","38519651.36","50557042.42","333910977.09","0","333910977.09","442247496.55","21.58","21.58"
"LU","Luxembourg","TOTAL","2019","19502403","0","19502403","549967.77","0","0","549967.77","1879056.55","227196.22","1124807.88","527052.45","7321617.53","830013.35","6718800.4","7795820.62","39.97","39.97"
"DK","Denmark","ERDF","2018","206615841","0","206615841","5826566.73","0","0","5826566.73","14323643.23","1143178.5","7839445.23","5341019.5","34939694.31","0","36082872.81","47250459.04","22.87","22.87"
"PT","Portugal","ERDF","2014","10776915712","0","10776915712","45744283.58","0","0","45744283.58","0","0","0","0","0","0","0","45744283.58","0.42","0.42"
"LT","Lithuania","TOTAL","2018","5550329393","0","5550329393","156519288.87","0","0","156519288.87","384776585.16","20102258.67","221198311.69","143476014.8","1343328605.59","0","1363430864.26","1663426167.93","29.97","29.97"
"SK","Slovakia","CF","2020","3991001427","0","3991001427","117544690.23","0","0","117544690.23","519155715.18","48084982.1","240879048.05","230191685.03","1721136063.72","17581484.69","1751639561.13","2099375936.39","52.6","52.6"
"UK","United Kingdom","ERDF","2018","5856532225","-3342730","5853189495","164281476.84","0","0","164281476.84","404658634.87","22931561.55","230335715.29","151391358.03","970331516.26","0","993263077.81","1308935912.68","22.36","22.35"
"SI","Slovenia","CF","2019","914046895","0","914046895","25249444.26","0","0","25249444.26","87256456.19","12551076.26","50003262.57","24702117.36","309639765.78","0","322190842.04","372142403.66","40.71","40.71"
"GR","Greece","CF","2014","3247019501","0","3247019501","45780072.72","0","0","45780072.72","0","0","0","0","0","0","0","45780072.72","1.41","1.41"
"SI","Slovenia","CF","2014","895370363","0","895370363","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CZ","Czechia","ERDF","2019","11940689631","0","11940689631","336727447.59","0","0","336727447.59","1150485445.94","48127218.01","779661090.65","322697137.28","3445263872.12","15959292.83","3477431797.3","4136856382.17","34.65","34.65"
"GR","Greece","CF","2016","3240570063","0","3240570063","122080193.92","213640339.36","0","335720533.28","61040096.96","0","0","61040096.96","11902974.91","0","11902974.91","408663605.15","12.61","12.61"
"SI","Slovenia","ERDF","2017","1416685363","0","1416685363","39209079.75","0","0","39209079.75","60447331.28","0","26139386.5","34307944.78","51531823.36","0","51531823.36","125048847.89","8.83","8.83"
"RO","Romania","CF","2016","6934996977","0","6934996977","260755886.36","0","0","260755886.36","130377943.18","0","0","130377943.18","0","0","0","391133829.54","5.64","5.64"
"LV","Latvia","CF","2015","1349414695","0","1349414695","25368996.26","0","0","25368996.26","0","0","0","0","0","0","0","25368996.26","1.88","1.88"
"SI","Slovenia","ERDF","2018","1416685363","0","1416685363","39209079.75","0","0","39209079.75","97068647.91","0","60447331.28","36621316.63","118529855.9","0","118529855.9","194360252.28","13.72","13.72"
"CY","Cyprus","CF","2016","269541702","0","269541702","10134768","0","0","10134768","5067384","0","0","5067384","2366021.52","0","2366021.52","17568173.52","6.52","6.52"
"LT","Lithuania","TOTAL","2016","5550329393","0","5550329393","156519288.87","0","0","156519288.87","104346192.58","0","0","104346192.58","249657560.42","0","249657560.42","510523041.87","9.2","9.2"
"HU","Hungary","CF","2017","6025427012","0","6025427012","169917041.73","0","0","169917041.73","261955439.34","0","113278027.82","148677411.52","894070578.45","0","894070578.45","1212665031.7","20.13","20.13"
"PL","Poland","TOTAL","2019","63418859277","0","63418859277","1788496431.69","0","0","1788496431.69","6110609891.77","844013313.44","3552707081.26","1713889497.07","22889241704.99","103369931.05","23629885087.38","27132271016.14","42.78","42.78"
"SE","Sweden","TOTAL","2020","934750041","-19872","934730169","26648949","0","0","26648949","116868056.95","31661164.73","45640205.96","39566686.26","447285050.14","1333879.85","477612335.02","543827970.28","58.18","58.18"
"BE","Belgium","ERDF","2020","953009307","0","953009307","26778362.34","0","0","26778362.34","118548533.31","13245822.3","58351657.43","46951053.58","284784970.79","0","298030793.09","371760209.01","39.01","39.01"
"HU","Hungary","ERDF","2020","10803696737","0","10803696737","303341215.56","0","0","303341215.56","1341509138.13","146877560","643050048.1","551581530.03","5943140086","203498422.96","5886519223.04","6741441968.63","62.4","62.4"
"SK","Slovakia","ERDF","2015","7360295382","0","7360295382","138373553.16","0","0","138373553.16","0","0","0","0","0","0","0","138373553.16","1.88","1.88"
"IE","Ireland","ERDF","2014","409206529","0","409206529","5769812.06","0","0","5769812.06","0","0","0","0","0","0","0","5769812.06","1.41","1.41"
"PL","Poland","ERDF","2014","19277643297","0","19277643297","117131373.74","0","0","117131373.74","0","0","0","0","0","0","0","117131373.74","0.61","0.61"
"CZ","Czechia","CF","2017","6143946095","0","6143946095","176501705.37","0","0","176501705.37","272106795.78","0","117667803.58","154438992.2","763254730.63","0","763254730.63","1094195428.2","17.81","17.81"
"LV","Latvia","TOTAL","2018","3750667147","0","3750667147","105768813.51","0","0","105768813.51","260014999.9","23316437.41","139743816.77","96954745.72","540401571.45","0","563718008.86","766441568.09","20.43","20.43"
"CZ","Czechia","ERDF","2021","12535044658","0","12535044658","428552810.56","0","0","428552810.56","1737913786.69","387072697.62","949128788.71","401712300.36","6513794738.18","15959292.83","6884908142.97","7715173253.89","61.55","61.55"
"EE","Estonia","ERDF","2015","1874261393","0","1874261393","35236114.18","0","0","35236114.18","0","0","0","0","2843575.1","0","2843575.1","38079689.28","2.03","2.03"
"HR","Croatia","TOTAL","2015","6881045559","0","6881045559","129363656.52","0","0","129363656.52","0","0","0","0","0","0","0","129363656.52","1.88","1.88"
"PT","Portugal","TOTAL","2020","13782015630","0","13782015630","448711844.13","0","0","448711844.13","1698741049.53","331521723.86","717097348.31","650121977.36","6832257047.14","0","7163778771","8262612592.49","59.95","59.95"
"CY","Cyprus","ERDF","2016","292099018","0","292099018","10988443.09","0","0","10988443.09","5491221.54","0","0","5491221.54","0","0","0","16479664.63","5.64","5.64"
"PL","Poland","TOTAL","2018","63421859277","0","63421859277","1788496431.69","0","0","1788496431.69","4396720394.7","360383685.12","2396881647.16","1639455062.42","14379442224.46","95197440.1","14644628469.48","18072579963.59","28.5","28.5"
"GR","Greece","CF","2020","2775403635","0","2775403635","122080193.92","213640339.36","0","335720533.28","405749939.58","24061329.9","213389073.94","168299535.74","916917388.81","25977581.55","915001137.16","1419021206.18","51.13","51.13"
"RO","Romania","TOTAL","2015","17661077676","0","17661077676","498042390.51","0","0","498042390.51","0","0","0","0","0","0","0","498042390.51","2.82","2.82"
"IE","Ireland","ERDF","2016","409206529","0","409206529","13462894.8","0","0","13462894.8","7693082.74","0","0","7693082.74","0","0","0","21155977.54","5.17","5.17"
"FR","France","ERDF","2014","8426107776","0","8426107776","54576005.22","0","0","54576005.22","0","0","0","0","0","0","0","54576005.22","0.65","0.65"
"FR","France","TOTAL","2017","8426107776","0","8426107776","237689732.43","0","0","237689732.43","366438337.67","0","158459821.62","207978516.05","575108085.49","0","575108085.49","1020776333.97","12.11","12.11"
"BE","Belgium","ERDF","2014","949587368","0","949587368","8036204.86","0","0","8036204.86","0","0","0","0","0","0","0","8036204.86","0.85","0.85"
"AT","Austria","TOTAL","2020","536262079","0","536262079","15122590.62","0","0","15122590.62","66791441.93","4357479.49","33623355.97","28810606.47","156442109.88","0","160799589.37","204732786.46","38.18","38.18"
"SK","Slovakia","CF","2019","4168251427","0","4168251427","117544690.23","0","0","117544690.23","401611024.95","48084982.1","240879048.05","112646994.8","1479658559.75","17581484.69","1510162057.16","1740353742.19","41.75","41.75"
"LV","Latvia","CF","2017","1349414695","0","1349414695","38053494.39","0","0","38053494.39","58665803.86","7256832.69","18112163.57","33296807.6","137733018.28","0","144989850.97","216340152.96","16.03","16.03"
"ES","Spain","TOTAL","2017","20565226649","0","20565226649","638552276.36","0","0","638552276.36","843751872.28","16000732","348886283.02","478864857.26","1106670328.48","0","1122671060.48","2240088194.1","10.89","10.89"
"TC","Interreg","ERDF","2018","9410256783","0","9410256783","277009954.59","0","0","277009954.59","684121520.73","7305906.73","420093479.38","256722134.62","1002895464.3","159062.3","1010042308.73","1543774397.94","16.41","16.41"
"FI","Finland","ERDF","2016","789099456","0","789099456","22252604.61","0","0","22252604.61","14835069.74","0","0","14835069.74","56709746.65","0","56709746.65","93797421","11.89","11.89"
"IE","Ireland","ERDF","2015","409206529","0","409206529","9616353.43","0","0","9616353.43","0","0","0","0","0","0","0","9616353.43","2.35","2.35"
"SK","Slovakia","TOTAL","2016","11528546809","0","11528546809","325105019.97","0","0","325105019.97","216736679.98","0","0","216736679.98","308814781.86","0","308814781.86","850656481.81","7.38","7.38"
"EU28","EU28","CF","2016","63390063899","0","63390063899","1899468771.83","213640339.36","0","2113109111.19","1191850581.06","0","0","1191850581.06","2306386093.16","0","2306386093.16","5611345785.41","8.85","8.85"
"CZ","Czechia","TOTAL","2015","18199615353","0","18199615353","342152768.64","0","0","342152768.64","0","0","0","0","0","0","0","342152768.64","1.88","1.88"
"DK","Denmark","ERDF","2017","206615841","0","206615841","5826566.73","0","0","5826566.73","8982623.73","87306.62","3797071.2","5098245.91","18049178.54","0","18136485.16","29061297.8","14.07","14.07"
"GR","Greece","ERDF","2020","9095012525","0","9095012525","307011481.72","537270092.92","0","844281574.64","1052468134.69","166775320.51","458809692.53","426883121.65","5019443667.96","17233.23","5186201755.24","6457366451.53","71","71"
"DK","Denmark","TOTAL","2014","206615841","0","206615841","1942188.91","0","0","1942188.91","0","0","0","0","0","0","0","1942188.91","0.94","0.94"
"FI","Finland","ERDF","2017","791976209","0","791976209","22252604.61","0","0","22252604.61","34306098.77","0","14835069.74","19471029.03","137460324.33","0","137460324.33","179183957.97","22.62","22.62"
"HR","Croatia","TOTAL","2019","6831255232","0","6831255232","194045484.78","0","0","194045484.78","660356076.18","23697906.81","452043496.7","184614672.67","1356157717.96","0","1379855624.77","1758515782.22","25.74","25.74"
"SI","Slovenia","TOTAL","2014","2285763262","0","2285763262","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ES","Spain","ERDF","2016","15469698968","0","15469698968","638552276.36","0","0","638552276.36","364887015.02","0","0","364887015.02","646955081.69","0","646955081.69","1650394373.07","10.67","10.67"
"FI","Finland","TOTAL","2015","789099456","0","789099456","14835069.74","0","0","14835069.74","0","0","0","0","0","0","0","14835069.74","1.88","1.88"
"LU","Luxembourg","TOTAL","2018","19502403","0","19502403","549967.77","0","0","549967.77","1352004.1","127458.73","720408.25","504137.12","5865279.94","0","5992738.67","7046843.56","36.13","36.13"
"SE","Sweden","TOTAL","2019","934750041","-19872","934730169","26648949","0","0","26648949","90508702.96","19606878.09","45640205.96","25261618.91","336747465.41","1333879.85","355020463.65","406931031.56","43.53","43.53"
"ES","Spain","TOTAL","2014","877216323","0","877216323","12000549","0","0","12000549","0","0","0","0","0","0","0","12000549","1.37","1.37"
"LT","Lithuania","TOTAL","2017","5550329393","0","5550329393","156519288.87","0","0","156519288.87","241300570.36","0","104346192.58","136954377.78","627382519.44","0","627382519.44","920856186.09","16.59","16.59"
"EU28","EU28","ERDF","2016","192411423651","0","192411423651","5877997173.05","537270092.92","0","6415267265.97","3702594572.36","3123962.08","0","3699470610.28","3957711425.15","0","3960835387.23","14075573263.48","7.32","7.32"
"TC","Interreg","TOTAL","2019","9410256783","-219823","9410036960","277009954.59","0","0","277009954.59","954666403.28","48967413.53","635154107.2","270544882.55","2170928508.21","663480.35","2219232441.39","2766787278.53","29.4","29.4"
"ES","Spain","ERDF","2017","20565226649","0","20565226649","638552276.36","0","0","638552276.36","843751872.28","16000732","348886283.02","478864857.26","1106670328.48","0","1122671060.48","2240088194.1","10.89","10.89"
"IT","Italy","ERDF","2020","21542042052","0","21542042052","582340156.41","0","0","582340156.41","2654678631.44","264815995.27","1363927276.23","1025935359.94","6496147885.38","81806034.39","6679157846.26","8287433362.61","38.47","38.47"
"GR","Greece","ERDF","2018","8608506555","0","8608506555","307011481.72","537270092.92","0","844281574.64","577063360.14","68614484.12","284756887.64","223691988.38","1440894811.22","0","1509509295.34","2577482858.36","29.94","29.94"
"SI","Slovenia","CF","2020","914046895","0","914046895","25249444.26","0","0","25249444.26","113032578.65","23889890.58","50003262.57","39139425.5","420406400.23","0","444296290.81","508685160.57","55.65","55.65"
"EU28","EU28","ERDF","2014","90119177267","0","90119177267","571880749.96","0","0","571880749.96","0","0","0","0","0","0","0","571880749.96","0.63","0.63"
"HR","Croatia","TOTAL","2020","6831255232","0","6831255232","194045484.78","0","0","194045484.78","852997473.75","83512384.29","452043496.7","317441592.76","2122848216.66","0","2206360600.95","2717847678.49","39.79","39.79"
"PT","Portugal","ERDF","2020","11000965406","0","11000965406","354560526.94","0","0","354560526.94","1342311063.02","281982333.1","544375056.72","515953673.2","5721898046.9","0","6003880380","6874394580.14","62.49","62.49"
"IE","Ireland","TOTAL","2018","410775098","0","410775098","13462894.8","0","0","13462894.8","28408773.79","691346.69","17098907.15","10618519.95","73601616.8","0","74292963.49","98374378.24","23.95","23.95"
"RO","Romania","CF","2020","6534996977","0","6534996977","260755886.36","0","0","260755886.36","863753873.57","59911929.21","434811197.85","369030746.51","2331221452.75","0","2391133381.96","3020920014.83","46.23","46.23"
"MT","Malta","CF","2014","217742109","0","217742109","2046775.82","0","0","2046775.82","0","0","0","0","0","0","0","2046775.82","0.94","0.94"
"BG","Bulgaria","CF","2016","2278307144","0","2278307144","64248261.45","0","0","64248261.45","42832174.3","0","0","42832174.3","1903889.76","0","1903889.76","108984325.51","4.78","4.78"
"LU","Luxembourg","ERDF","2019","19502403","0","19502403","549967.77","0","0","549967.77","1879056.55","227196.22","1124807.88","527052.45","7321617.53","830013.35","6718800.4","7795820.62","39.97","39.97"
"SK","Slovakia","TOTAL","2019","11336332510","-38892342","11297440168","325105019.97","0","0","325105019.97","1106360349.15","73031609.25","724405509.33","308923230.57","2672853439.31","32619701.18","2713265347.38","3347293597.92","29.63","29.53"
"RO","Romania","ERDF","2019","10726080699","0","10726080699","403300634.31","0","0","403300634.31","1033457875.36","27717335.34","538496078.84","467244461.18","2116016362.16","0","2143733697.5","3014278792.99","28.1","28.1"
"CZ","Czechia","CF","2020","6143946095","0","6143946095","176501705.37","0","0","176501705.37","770227225.41","160220611.82","351312943.63","258693669.96","3182180602.29","0","3342401214.11","3777596589.44","61.48","61.48"
"EE","Estonia","TOTAL","2016","2947583275","0","2947583275","83121848.34","0","0","83121848.34","55414565.56","0","0","55414565.56","183793537.31","0","183793537.31","322329951.21","10.94","10.94"
"SK","Slovakia","TOTAL","2018","11432738547","0","11432738547","325105019.97","0","0","325105019.97","797437118.58","38880452.16","462323120.33","296233546.09","1898960715.07","9710770.39","1928130396.84","2549468962.9","22.3","22.3"
"EE","Estonia","CF","2021","1061534677","0","1061534677","30267677.07","0","0","30267677.07","153957286.27","38388453.92","70317169.14","45251663.21","773146270","1248645.94","810286077.98","885805418.26","83.45","83.45"
"TC","Interreg","TOTAL","2018","9410256783","0","9410256783","277009954.59","0","0","277009954.59","684121520.73","7305906.73","420093479.38","256722134.62","1002895464.3","159062.3","1010042308.73","1543774397.94","16.41","16.41"
"EU28","EU28","ERDF","2019","199145040879","-69203640","199075837239","5877997173.05","537270092.92","0","6415267265.97","19120766188.83","1525142403.22","12015167190.11","5580456595.5","56561637131.95","531866917.31","57554912617.86","69550636479.33","34.94","34.92"
"TC","Interreg","TOTAL","2020","9410074037","-1124114","9408949923","277009954.59","0","0","277009954.59","1236967512.08","149165332.32","635154107.2","452648072.56","3449537777.36","663480.35","3598039629.33","4327697656.48","46","45.99"
"TC","Interreg","ERDF","2017","9260255380","0","9260255380","277009954.59","0","0","277009954.59","427399386.11","169395.88","184517809.7","242712180.53","248903394.38","0","249072790.26","768794925.38","8.3","8.3"
"EU28","EU28","TOTAL","2017","262100741552","0","262100741552","7777465944.88","750910432.28","0","8528376377.16","11318070237.75","104425433.29","4768656370.74","6444988433.72","21123038500.47","0","21227463933.76","36200828744.64","13.81","13.81"
"EU28","EU28","TOTAL","2015","255812338242","0","255812338242","5330243368.17","375455216.14","0","5705698584.31","0","0","0","0","468621801.2","0","468621801.2","6174320385.51","2.41","2.41"
"EU28","EU28","ERDF","2017","198818133267","0","198818133267","5877997173.05","537270092.92","0","6415267265.97","8562085066.74","44390179.24","3657019495.11","4860675392.39","13693884027.36","0","13738274206.6","25014216864.96","12.58","12.58"
"TC","Interreg","ERDF","2015","9234360279","0","9234360279","184666351.8","0","0","184666351.8","0","0","0","0","0","0","0","184666351.8","2","2"
"EU28","EU28","ERDF","2015","192415824905","0","192415824905","4026699886.87","268635046.46","0","4295334933.33","0","0","0","0","458695622.88","0","458695622.88","4754030556.21","2.47","2.47"
"RO","Romania","CF","2021","6534996977","0","6534996977","260755886.36","0","0","260755886.36","994453813.11","71791245.58","618498796.25","304163771.28","3034290684.03","0","3106081929.61","3671001587.25","56.17","56.17"
"TC","Interreg","TOTAL","2015","9234360279","0","9234360279","184666351.8","0","0","184666351.8","0","0","0","0","0","0","0","184666351.8","2","2"
"EU28","EU28","TOTAL","2020","261752300828","-90264609","261662036219","7777465944.88","750910432.28","21531983.27","8506844393.89","32611564240.76","4431704427.56","15847721004.5","12332138808.7","112131671342.49","1264771955.17","115298603814.88","136137587017.47","52.03","52.01"
"TC","Interreg","TOTAL","2016","9246178297","0","9246178297","277009954.59","0","0","277009954.59","184687205.58","0","0","184687205.58","24328025.46","0","24328025.46","486025185.63","5.26","5.26"
"EU28","EU28","CF","2021","61455291487","0","61455291487","1899468771.83","213640339.36","0","2113109111.19","9115642217.44","1709075510.84","4929792901.35","2476773805.25","35688554419.75","749492232.28","36648137698.31","41238020614.75","67.1","67.1"
"HU","Hungary","ERDF","2021","10741602452","0","10741602452","303341215.56","0","0","303341215.56","1556341187.17","187524742.37","1001426687.26","367389757.54","7134688421.29","203498422.96","7118714740.7","7789445713.8","72.52","72.52"
"EU28","EU28","ERDF","2020","200297009341","-90264609","200206744732","5877997173.05","537270092.92","21531983.27","6393735282.7","24725027853.06","3238985731.46","12199180562.81","9286861558.79","82852513331.77","541039933.9","85550459129.33","101231055970.82","50.56","50.54"
"HU","Hungary","CF","2021","6025427012","0","6025427012","169917041.73","0","0","169917041.73","870975474.57","11339228.08","593579767.41","266056479.08","4730324035.9","678730658.48","4062932605.5","4498906126.31","74.67","74.67"
"HU","Hungary","TOTAL","2021","16767029464","0","16767029464","473258257.29","0","0","473258257.29","2427316661.74","198863970.45","1595006454.67","633446236.62","11865012457.19","882229081.44","11181647346.2","12288351840.11","73.29","73.29"
"TC","Interreg","ERDF","2016","9246178297","0","9246178297","277009954.59","0","0","277009954.59","184687205.58","0","0","184687205.58","24328025.46","0","24328025.46","486025185.63","5.26","5.26"
"IE","Ireland","ERDF","2021","470775098","0","470775098","13462894.8","0","0","13462894.8","60509295.63","9257936.89","37210976.38","14040382.36","401867906.11","7493314.51","403632528.49","431135805.65","91.58","91.58"
"EU28","EU28","TOTAL","2019","262424649164","-69203640","262355445524","7777465944.88","750910432.28","0","8528376377.16","25222733022.92","2291986598.67","15643529180.42","7287217243.83","77463585483.67","1254350292.64","78501221789.7","94316815410.69","35.95","35.94"
"BE","Belgium","TOTAL","2021","953009307","0","953009307","26778362.34","0","0","26778362.34","137608719.45","21333959.7","77138380.79","39136378.96","403230824.46","0","424564784.16","490479525.46","51.47","51.47"
"IE","Ireland","TOTAL","2021","470775098","0","470775098","13462894.8","0","0","13462894.8","60509295.63","9257936.89","37210976.38","14040382.36","401867906.11","7493314.51","403632528.49","431135805.65","91.58","91.58"
"EU28","EU28","ERDF","2018","199244921916","-3469732","199241452184","5877997173.05","537270092.92","0","6415267265.97","13722639456.59","546809032.12","8014091136.57","5161739287.9","33228704159.61","185074047.58","33590439144.15","45167445698.02","22.67","22.67"
"PL","Poland","ERDF","2021","41536151567","0","41536151567","1192363962.19","0","0","1192363962.19","5821467993","1477364153.89","2990162547.08","1353941292.03","25883290836.59","103176280.44","27257478710.04","29803783964.26","71.75","71.75"
"EU28","EU28","TOTAL","2018","262527530201","-3469732","262524060469","7777465944.88","750910432.28","0","8528376377.16","18114480051.78","907379198.38","10389327689.94","6817773163.46","47414846842.89","220153286.39","48102072754.88","63448222295.5","24.17","24.17"
"EU28","EU28","TOTAL","2016","255801487550","0","255801487550","7777465944.88","750910432.28","0","8528376377.16","4894445153.42","3123962.08","0","4891321191.34","6264097518.31","0","6267221480.39","19686919048.89","7.7","7.7"
"EU28","EU28","ERDF","2021","211575694368","-90264609","211485429759","7046861522.78","537270092.92","21531983.27","7562599632.43","28867275181.72","5139938774.98","16003668147.97","7723668258.77","112201580627.15","726047986.38","116615471415.75","131901739306.95","62.37","62.34"
"SE","Sweden","TOTAL","2021","992219390","-19872","992199518","32970577.39","0","0","32970577.39","136712047.31","43955103.67","59705621.01","33051322.63","525289159.13","1692594.81","567551667.99","633573568.01","63.86","63.85"
"GR","Greece","ERDF","2021","10702894878","0","10702894878","483878540.55","537270092.92","0","1021148633.47","1266526032.25","239149727.29","629195170.61","398181134.35","6879795303.46","9582469.77","7109362560.98","8528692328.8","79.69","79.69"
"HR","Croatia","ERDF","2021","4731998251","0","4731998251","125331141.32","0","0","125331141.32","632882738.77","133901069.14","342970997.7","156010671.93","2219669401.4","0","2353570470.54","2634912283.79","55.68","55.68"
"HR","Croatia","TOTAL","2021","6862753895","0","6862753895","197510337.71","0","0","197510337.71","990252551.65","145408143.11","582789135.45","262055273.09","2839585294.62","529271.71","2984464166.02","3444029776.82","50.18","50.18"
"FR","France","ERDF","2020","8482341975","-1961802","8480380173","237689732.43","0","0","237689732.43","1049748037.71","140107388.73","515355283.6","394285365.38","3254906143.44","12373816.33","3382639715.84","4014614813.65","47.34","47.33"
"FR","France","TOTAL","2020","8482341975","-1961802","8480380173","237689732.43","0","0","237689732.43","1049748037.71","140107388.73","515355283.6","394285365.38","3254906143.44","12373816.33","3382639715.84","4014614813.65","47.34","47.33"
"TC","Interreg","TOTAL","2017","9260255380","0","9260255380","277009954.59","0","0","277009954.59","427399386.11","169395.88","184517809.7","242712180.53","248903394.38","0","249072790.26","768794925.38","8.3","8.3"
"DE","Germany","TOTAL","2021","11744594550","0","11744594550","412347020.22","0","0","412347020.22","1566948256.07","295221665.66","847985689.92","423740900.49","4639857204.55","1748307.95","4933330562.26","5769418482.97","49.12","49.12"
"RO","Romania","TOTAL","2021","17661077676","0","17661077676","664056520.67","0","0","664056520.67","2552908778.16","259965447.74","1539632780.05","753310550.37","7485847059.56","11907266.25","7733905241.05","9151272312.09","51.82","51.82"
"DE","Germany","ERDF","2021","11744594550","0","11744594550","412347020.22","0","0","412347020.22","1566948256.07","295221665.66","847985689.92","423740900.49","4639857204.55","1748307.95","4933330562.26","5769418482.97","49.12","49.12"
"TC","Interreg","ERDF","2019","9410256783","-219823","9410036960","277009954.59","0","0","277009954.59","954666403.28","48967413.53","635154107.2","270544882.55","2170928508.21","663480.35","2219232441.39","2766787278.53","29.4","29.4"
"CY","Cyprus","CF","2021","258856192","0","258856192","10134768","0","0","10134768","40801955.59","9676506.11","21688983.1","9436466.38","150440130.8","0","160116636.91","179687871.29","69.42","69.42"
"HR","Croatia","CF","2021","2130755644","0","2130755644","72179196.39","0","0","72179196.39","357369812.88","11507073.97","239818137.75","106044601.16","619915893.22","529271.71","630893695.48","809117493.03","37.97","37.97"
"RO","Romania","ERDF","2021","11126080699","0","11126080699","403300634.31","0","0","403300634.31","1558454965.05","188174202.16","921133983.8","449146779.09","4451556375.53","11907266.25","4627823311.44","5480270724.84","49.26","49.26"
"LT","Lithuania","TOTAL","2021","5682139550","0","5682139550","182552927.27","0","0","182552927.27","804936316.86","114259564.26","450580351.72","240096400.88","3623235609.97","838845.06","3736656329.17","4159305657.32","73.2","73.2"
"LT","Lithuania","ERDF","2021","3642321924","0","3642321924","124773450.23","0","0","124773450.23","508947274.07","67272448","274202734.59","167472091.48","2125088708.4","838845.06","2191522311.34","2483767853.05","68.19","68.19"
"LT","Lithuania","CF","2021","2039817626","0","2039817626","57779477.04","0","0","57779477.04","295989042.79","46987116.26","176377617.13","72624309.4","1498146901.57","0","1545134017.83","1675537804.27","82.14","82.14"
"PT","Portugal","CF","2021","2781050224","0","2781050224","94151317.19","0","0","94151317.19","412050990.99","81258208.83","221704602.54","109088179.62","1400244460.57","0","1481502669.4","1684742166.21","60.58","60.58"
"TC","Interreg","ERDF","2020","9410074037","-1124114","9408949923","277009954.59","0","0","277009954.59","1236967512.08","149165332.32","635154107.2","452648072.56","3449537777.36","663480.35","3598039629.33","4327697656.48","46","45.99"
"PT","Portugal","TOTAL","2021","15107573943","0","15107573943","594523258.56","0","0","594523258.56","1998578892.09","461518810.92","971734010.47","565326070.7","9418670038.26","16625259.28","9863563589.9","11023412919.16","72.97","72.97"
"SI","Slovenia","ERDF","2021","1656758393","0","1656758393","65617113.05","0","0","65617113.05","203638804.33","6385034.99","130634140.15","66619629.19","840688353.56","9306201.74","837767186.81","970003929.05","58.55","58.55"
"PL","Poland","CF","2021","23139930966","0","23139930966","654465290.97","0","0","654465290.97","3353267404.44","974422000.91","1538592593.41","840252810.12","14440706050.09","193650.61","15414934400.39","16909652501.48","73.08","73.08"
"TC","Interreg","ERDF","2021","9410074037","-1124114","9408949923","277009954.59","0","0","277009954.59","1425146510.54","273242344.24","793378204.08","358525962.22","4498528426.2","4078814.76","4767691955.68","5403227872.49","57.43","57.42"
