"ms"	"ms_name"	"fund"	"year"	"planned_eu_amount"	"n_3_decommitment_amount"	"de_commitments_at_closure"	"rec_at_closure"	"net_planned_eu_amount"	"cumulative_initial_pre_financing"	"cumulative_additional_initial_pre_financing"	"recovery_of_initial_pre_financing"	"net_initial_pre_financing"	"cumulative_annual_pre_financing"	"annual_pre_financing_covered_by_expenditure"	"pf_covered_by_expenditure_at_closure_clearing"	"recovery_of_annual_pre_financing"	"recovery_of_pf_at_closure"	"net_annual_pre_financing"	"cumulative_interim_payments"	"recovery_of_expenses"	"recovery_of_expenses_at_closure"	"payment_at_closure"	"net_interim_payments"	"total_net_payments"	"eu_payment_rate"	"eu_payment_rate_on_planned_eu_amount"
"770"	"DE"	"Germany"	"ERDF"	2018	10773842813	0	0	0	10773842813	303822367.17	0	0	303822367.17	746896652.76	19017418.02	0	449375398.13	0	582326203.78	1635230792.47	0	0	0	1654248210.49	2236574414.27	20.7593005865214	20.7593005865214
"771"	"SI"	"Slovenia"	"TOTAL"	2021	2570805288	0	0	0	2570805288	90866557.31	0	0	90866557.31	334952320.88	42469809.65	0	194218641.1	0	189130427.44	1526419274.73	9306201.74	0	0	1559582882.64	1748713310.08	68.0220053320506	68.0220053320506
"772"	"SI"	"Slovenia"	"ERDF"	2023	1672426573	0	0	0	1672426573	75220034.25	0	0	75220034.25	250164166.49	68498134.09	0	134453679.27	0	122432387.38	1455036121.1	9306201.74	0	0	1514228053.45	1636660440.83	97.8614228721658	97.8614228721658
"773"	"DE"	"Germany"	"TOTAL"	2019	10773842813	0	0	0	10773842813	303822367.17	0	0	303822367.17	1038059754.64	77453371.76	0	669443281	0	594985469.05	2821322591.11	1197358.27	0	0	2897578604.6	3492564073.65	32.4170691393027	32.4170691393027
"774"	"HR"	"Croatia"	"CF"	2015	2559545971	0	0	0	2559545971	48119464.26	0	0	48119464.26	0	0	0	0	0	48119464.26	0	0	0	0	0	48119464.26	1.88000000020316	1.88000000020316
"775"	"HR"	"Croatia"	"CF"	2018	2509755644	0	0	0	2509755644	72179196.39	0	0	72179196.39	176153444.52	0	0	111276261.1	0	137056379.81	82915344.52	0	0	0	82915344.52	219971724.33	8.76466698484691	8.76466698484691
"776"	"SI"	"Slovenia"	"TOTAL"	2019	2330732258	0	0	0	2330732258	64458524.01	0	0	64458524.01	222611026.03	18936111.25	0	140686875.49	0	127446563.3	681897860.25	0	0	0	700833971.5	828280534.8	35.5373523474012	35.5373523474012
"777"	"RO"	"Romania"	"TOTAL"	2020	17661077676	0	0	0	17661077676	664056520.67	0	0	664056520.67	2199687224.64	163754408.5	0	1137801428.81	0	1562187908	5736619966.64	2288074.45	0	0	5898086300.69	7460274208.69	42.241330600272	42.241330600272
"778"	"BG"	"Bulgaria"	"TOTAL"	2023	6105386534	34502247	0	0	6070884287	248896575.12	0	0	248896575.12	1077920613.47	305698981.96	0	551451238.1	0	469666968.53	4515886238.92	27215466.14	0	0	4794369754.74	5264036723.27	86.7095545626235	86.2195488189872
"779"	"BE"	"Belgium"	"TOTAL"	2022	1077621364	0	0	0	1077621364	42388295.19	0	0	42388295.19	159161146.73	32244774.13	0	85287752.5	0	84016915.29	571079383.11	479461.1	0	0	602844696.14	686861611.43	63.7386780158527	63.7386780158527
"780"	"PT"	"Portugal"	"ERDF"	2022	12370087137	0	0	0	12370087137	553394273.89	0	0	553394273.89	1762040595.56	568684827.72	0	801896262.56	0	944853779.17	10014659500.9	17296341.1	0	0	10566047987.52	11510901766.69	93.0543304926276	93.0543304926276
"781"	"EE"	"Estonia"	"ERDF"	2017	1856562743	0	0	0	1856562743	52854171.27	0	0	52854171.27	81483514.03	6184484.15	0	29051630.03	0	99101571.12	194774746.82	0	0	0	200959230.97	300060802.09	16.1621686754919	16.1621686754919
"782"	"BG"	"Bulgaria"	"ERDF"	2018	3567667612	0	0	0	3567667612	100608226.62	0	0	100608226.62	247328557.14	31568034.46	0	123536314.94	0	192832434.36	763287310.03	0	0	0	794855344.49	987687778.85	27.6844113932551	27.6844113932551
"783"	"DE"	"Germany"	"ERDF"	2014	10083052883	0	0	0	10083052883	74044322.12	0	0	74044322.12	0	0	0	0	0	74044322.12	0	0	0	0	0	74044322.12	0.734344280241141	0.734344280241141
"784"	"TC"	"Interreg"	"ERDF"	2018	9410256783	0	0	0	9410256783	277009954.59	0	0	277009954.59	684121520.73	7305906.73	0	420093479.38	0	533732089.21	1002895464.3	159062.3	0	0	1010042308.73	1543774397.94	16.4052313718887	16.4052313718887
"785"	"LU"	"Luxembourg"	"ERDF"	2017	19502403	0	0	0	19502403	549967.77	0	0	549967.77	847866.98	0	0	366645.18	0	1031189.57	1582122.9	0	0	0	1582122.9	2613312.47	13.3999511239717	13.3999511239717
"786"	"AT"	"Austria"	"TOTAL"	2023	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	107049609.22	11115992.47	0	69068234.69	0	97707140.08	490424987.7	1916392.7	0	0	499624587.47	597331727.55	86.0761125705254	86.0761125705254
"787"	"DK"	"Denmark"	"ERDF"	2024	362448078	0	0	0	362448078	24291911.58	0	0	24291911.58	46826289	11415134.16	0	30002164.72	0	29700901.7	323654756.92	2322714.78	0	0	332747176.3	362448078	100	100
"788"	"EU28"	"EU28"	"CF"	2023	61455291487	20507335	0	0	61434784152	1899468771.83	213640339.36	0	2113109111.19	11513212152.62	3272993810.89	0	5791959489.6	0	4561367963.32	53128339192.09	1154963808.3	0	0	55246369194.68	59807737158	97.3515867005011	97.3191009445484
"789"	"HU"	"Hungary"	"TOTAL"	2023	17406099478	0	0	0	17406099478	708633792.81	0	0	708633792.81	2955716095.18	352836635.1	0	2017946993.73	0	1293566259.16	17300263612.95	1614904259.49	0	0	16038195988.56	17331762247.72	99.5729242477675	99.5729242477675
"790"	"CZ"	"Czechia"	"CF"	2015	6258925722	0	0	0	6258925722	117667803.58	0	0	117667803.58	0	0	0	0	0	117667803.58	0	0	0	0	0	117667803.58	1.88000000010225	1.88000000010225
"791"	"LT"	"Lithuania"	"CF"	2020	2039817626	0	0	0	2039817626	57779477.04	0	0	57779477.04	255192690.27	9168302.5	0	156416953.85	0	147386910.96	1284324082.89	0	0	0	1293492385.39	1440879296.35	70.6376529932975	70.6376529932975
"792"	"PT"	"Portugal"	"ERDF"	2016	10776915712	0	0	0	10776915712	354560526.94	0	0	354560526.94	202606015.38	0	0	0	0	557166542.32	499231481.47	0	0	0	499231481.47	1056398023.79	9.80241519949637	9.80241519949637
"793"	"PT"	"Portugal"	"CF"	2018	2861742164	0	0	0	2861742164	94151317.19	0	0	94151317.19	198390275.51	9952323.96	0	114461916.61	0	168127352.13	426739023.91	0	0	0	436691347.87	604818700	21.1346328683439	21.1346328683439
"794"	"FR"	"France"	"ERDF"	2015	8426107776	0	0	0	8426107776	158459821.62	0	0	158459821.62	0	0	0	0	0	158459821.62	0	0	0	0	0	158459821.62	1.88058147168898	1.88058147168898
"795"	"EU28"	"EU28"	"TOTAL"	2021	285452277638	198871609	0	0	285253406029	10374961811.01	750910432.28	21531983.27	11104340260.02	37982917399.16	6843576152.29	0	20807574590.91	0	21436106915.98	158997952066.5	1581184477.8	0	0	164260343740.99	185696450656.97	65.0987671775921	65.0534135490288
"796"	"UK"	"United Kingdom"	"TOTAL"	2018	5856532225	3342730	0	0	5853189495	164281476.84	0	0	164281476.84	404658634.87	22931561.55	0	230335715.29	0	315672834.87	970331516.26	0	0	0	993263077.81	1308935912.68	22.3627803917529	22.3500163986548
"797"	"CZ"	"Czechia"	"CF"	2017	6143946095	0	0	0	6143946095	176501705.37	0	0	176501705.37	272106795.78	0	0	117667803.58	0	330940697.57	763254730.63	0	0	0	763254730.63	1094195428.2	17.8093266327722	17.8093266327722
"798"	"CZ"	"Czechia"	"CF"	2020	6143946095	0	0	0	6143946095	176501705.37	0	0	176501705.37	770227225.41	160220611.82	0	351312943.63	0	435195375.33	3182180602.29	0	0	0	3342401214.11	3777596589.44	61.4848589331577	61.4848589331577
"799"	"BG"	"Bulgaria"	"TOTAL"	2014	1604449168	0	0	0	1604449168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"800"	"NL"	"Netherlands"	"TOTAL"	2016	507318228	0	0	0	507318228	14306374.02	0	0	14306374.02	9537582.68	0	0	0	0	23843956.7	0	0	0	0	0	23843956.7	4.69999999684616	4.69999999684616
"801"	"FI"	"Finland"	"ERDF"	2019	791976209	0	0	0	791976209	22252604.61	0	0	22252604.61	76181840.74	13914459.75	0	40864223.98	0	43655761.62	332936165.4	0	0	0	346850625.15	390506386.77	49.3078431311817	49.3078431311817
"802"	"SK"	"Slovakia"	"TOTAL"	2018	11459711649	26973102	0	0	11432738547	325105019.97	0	0	325105019.97	797437118.58	38880452.16	0	462323120.33	0	621338566.06	1898960715.07	9710770.39	0	0	1928130396.84	2549468962.9	22.2997224367472	22.2472348431426
"803"	"BE"	"Belgium"	"TOTAL"	2014	949587368	0	0	0	949587368	8036204.86	0	0	8036204.86	0	0	0	0	0	8036204.86	0	0	0	0	0	8036204.86	0.84628388401224	0.84628388401224
"804"	"FI"	"Finland"	"ERDF"	2015	789099456	0	0	0	789099456	14835069.74	0	0	14835069.74	0	0	0	0	0	14835069.74	0	0	0	0	0	14835069.74	1.87999999584336	1.87999999584336
"805"	"BG"	"Bulgaria"	"CF"	2021	2206897416	0	0	0	2206897416	64248261.45	0	0	64248261.45	327901103.07	49666248.06	0	184020982.15	0	158462134.31	810133220.56	0	0	0	859799468.62	1018261602.93	46.1399608132035	46.1399608132035
"806"	"HR"	"Croatia"	"TOTAL"	2020	6831255232	0	0	0	6831255232	194045484.78	0	0	194045484.78	852997473.75	83512384.29	0	452043496.7	0	511487077.54	2122848216.66	0	0	0	2206360600.95	2717847678.49	39.7854799182242	39.7854799182242
"807"	"BG"	"Bulgaria"	"TOTAL"	2019	5845974756	0	0	0	5845974756	164856488.07	0	0	164856488.07	560327167.62	74110571.39	0	332181628.49	0	318891455.81	1566059456.93	0	0	0	1640170028.32	1959061484.13	33.5112888080696	33.5112888080696
"808"	"SI"	"Slovenia"	"ERDF"	2018	1416685363	0	0	0	1416685363	39209079.75	0	0	39209079.75	97068647.91	0	0	60447331.28	0	75830396.38	118529855.9	0	0	0	118529855.9	194360252.28	13.7193661596403	13.7193661596403
"809"	"EU28"	"EU28"	"ERDF"	2017	198818133267	0	0	0	198818133267	5877997173.05	537270092.92	0	6415267265.97	8562085066.74	44390179.24	0	3658204393.16	0	11274757760.31	13695068925.41	0	0	0	13739459104.65	25014216864.96	12.5814564566742	12.5814564566742
"810"	"AT"	"Austria"	"ERDF"	2016	536262079	0	0	0	536262079	15122590.62	0	0	15122590.62	10081727.08	0	0	0	0	25204317.7	0	0	0	0	0	25204317.7	4.69999999757581	4.69999999757581
"811"	"EU28"	"EU28"	"TOTAL"	2017	262100741552	0	0	0	262100741552	7777465944.88	750910432.28	0	8528376377.16	11318070237.75	104425433.29	0	4769841268.79	0	14972179912.83	21124223398.52	0	0	0	21228648831.81	36200828744.64	13.8117994364613	13.8117994364613
"812"	"SK"	"Slovakia"	"TOTAL"	2023	11305289748	147316596	0	0	11157973152	412810467.27	0	0	412810467.27	2088030937.56	367937274.44	0	1211770735.76	0	921133394.63	8692460025.59	101674712.82	0	0	8958722587.21	9879855981.84	88.5452568065114	87.3914442006038
"813"	"DE"	"Germany"	"ERDF"	2024	12288205012	0	0	0	12288205012	480506440.17	0	0	480506440.17	2057845907.31	683454013.46	0	1182697512.9	0	672200821.12	10880247268.42	7045175.33	0	0	11556656106.55	12228856927.67	99.5170321111013	99.5170321111013
"814"	"PT"	"Portugal"	"TOTAL"	2019	13638657876	0	0	0	13638657876	448711844.13	0	0	448711844.13	1314107300.31	225496798.36	0	717097348.31	0	820224997.77	4978216740.4	0	0	0	5203713538.76	6023938536.53	44.1681182364017	44.1681182364017
"815"	"ES"	"Spain"	"ERDF"	2023	29101440102	2111646	0	0	29099328456	1684672125.11	0	21531983.27	1663140141.84	3957618233.99	842443874.61	0	2113635928.38	0	2664678572.84	18817997891.03	205667492.77	0	0	19454774272.87	22119452845.71	76.0136196240955	76.0081039569923
"816"	"FI"	"Finland"	"TOTAL"	2024	911500186	0	0	0	911500186	36354536.76	0	0	36354536.76	145781633.4	59669183.85	0	70292364.41	0	52174621.9	799656380.25	0	0	0	859325564.1	911500186	100	100
"817"	"LU"	"Luxembourg"	"TOTAL"	2020	19502403	0	0	0	19502403	549967.77	0	0	549967.77	2429024.32	559464.31	0	1124807.88	0	1294719.9	10031112.93	830013.35	0	0	9760563.89	11055283.79	56.6867774704481	56.6867774704481
"818"	"BE"	"Belgium"	"ERDF"	2019	953009307	0	0	0	953009307	26778362.34	0	0	26778362.34	91673672.55	7566940.22	0	58351657.43	0	52533437.24	245212919.35	0	0	0	252779859.57	305313296.81	32.0367591971481	32.0367591971481
"819"	"CZ"	"Czechia"	"TOTAL"	2018	18084635726	0	0	0	18084635726	513229152.96	0	0	513229152.96	1258716110.99	36148278.24	0	755079999.25	0	980716986.46	2995081274.49	0	0	0	3031229552.73	4011946539.19	22.1842817293914	22.1842817293914
"820"	"FI"	"Finland"	"TOTAL"	2023	911500186	0	0	0	911500186	36354536.76	0	0	36354536.76	145781633.4	50489421.84	0	66551480.54	0	65095267.78	746086862.62	0	0	0	796576284.46	861671552.24	94.5333380590226	94.5333380590226
"821"	"MT"	"Malta"	"ERDF"	2022	379516282	0	0	0	379516282	10838782.71	0	0	10838782.71	62498695.88	13654990.97	0	36013546.46	0	23668941.16	224690345.57	0	0	0	238345336.54	262014277.7	69.0390083711876	69.0390083711876
"822"	"PL"	"Poland"	"TOTAL"	2014	42485632339	0	0	0	42485632339	124132607.37	0	0	124132607.37	0	0	0	0	0	124132607.37	0	0	0	0	0	124132607.37	0.292175496835083	0.292175496835083
"823"	"CZ"	"Czechia"	"TOTAL"	2019	18084635726	0	0	0	18084635726	513229152.96	0	0	513229152.96	1747453391.48	127742076.71	0	1130974034.28	0	1001966433.45	5651673339.12	15959292.83	0	0	5763456123	6765422556.45	37.4097806500103	37.4097806500103
"824"	"LU"	"Luxembourg"	"TOTAL"	2016	19502403	0	0	0	19502403	549967.77	0	0	549967.77	366645.18	0	0	0	0	916612.95	312993.86	0	0	0	312993.86	1229606.81	6.30489899116535	6.30489899116535
"825"	"UK"	"United Kingdom"	"ERDF"	2015	5825584287	0	0	0	5825584287	109520984.56	0	0	109520984.56	0	0	0	0	0	109520984.56	0	0	0	0	0	109520984.56	1.8799999993889	1.8799999993889
"826"	"BG"	"Bulgaria"	"ERDF"	2022	3898489118	0	0	0	3898489118	184648313.67	0	0	184648313.67	585813831.4	177430169.81	0	282127141.04	0	310904834.22	2510246588.43	0	0	0	2687676758.24	2998581592.46	76.9165053870493	76.9165053870493
"827"	"CY"	"Cyprus"	"TOTAL"	2020	558754752	0	0	0	558754752	21123211.09	0	0	21123211.09	72637557.36	22173378.81	0	27031836.02	0	44555553.62	250655282.36	0	0	0	272828661.17	317384214.79	56.8020609496311	56.8020609496311
"828"	"HU"	"Hungary"	"ERDF"	2020	10803696737	0	0	0	10803696737	303341215.56	0	0	303341215.56	1341509138.13	146877560	0	643050048.1	0	854922745.59	5943140086	203498422.96	0	0	5886519223.04	6741441968.63	62.3994002491964	62.3994002491964
"829"	"EE"	"Estonia"	"CF"	2022	1061534677	0	0	0	1061534677	30267677.07	0	0	30267677.07	175187979.81	38388453.92	0	71369411.3	0	95697791.66	933972071.16	59865385.94	0	0	912495139.14	1008192930.8	94.9750349794744	94.9750349794744
"830"	"CY"	"Cyprus"	"CF"	2020	258856192	0	0	0	258856192	10134768	0	0	10134768	35624831.75	8693660.27	0	14356522.42	0	22709417.06	107751909.91	0	0	0	116445570.18	139154987.24	53.7576428691341	53.7576428691341
"831"	"FR"	"France"	"TOTAL"	2017	8426107776	0	0	0	8426107776	237689732.43	0	0	237689732.43	366438337.67	0	0	158459821.62	0	445668248.48	575108085.49	0	0	0	575108085.49	1020776333.97	12.1144466829331	12.1144466829331
"832"	"NL"	"Netherlands"	"TOTAL"	2018	510282703	0	0	0	510282703	14306374.02	0	0	14306374.02	35246467.8	0	0	22055659.94	0	27497181.88	80402560.1	0	0	0	80402560.1	107899741.98	21.1450910143823	21.1450910143823
"833"	"EU28"	"EU28"	"ERDF"	2021	223996986151	198871609	0	0	223798114542	8475493039.18	537270092.92	21531983.27	8991231148.83	28867275181.72	5134500641.45	0	15910999861.73	0	16813005827.37	121297402527.72	819901170.67	0	0	125612001998.5	142425007825.87	63.6399498348505	63.5834482745491
"834"	"GR"	"Greece"	"ERDF"	2025	10980751660	0	0	0	10980751660	548193834.67	537270092.92	0	1085463927.59	1468949559.57	842390368.8	0	819793798.31	0	892229320.05	9361054903.12	114922931.99	0	0	10088522339.93	10980751659.98	99.9999999998179	99.9999999998179
"835"	"DK"	"Denmark"	"ERDF"	2020	206615841	0	0	0	206615841	5826566.73	0	0	5826566.73	25734003.08	2829554.48	0	11668891.75	0	17062123.58	82568697.37	0	0	0	85398251.85	102460375.43	49.5897966652034	49.5897966652034
"836"	"EE"	"Estonia"	"ERDF"	2021	2021576151	0	0	0	2021576151	70508305.68	0	0	70508305.68	272685548.91	57449527.96	0	136376833.77	0	149367492.86	1211632660.03	0	0	0	1269082187.99	1418449680.85	70.1655329752651	70.1655329752651
"837"	"FI"	"Finland"	"TOTAL"	2025	911584250.39	0	0	84064.39	911500186	36354536.76	0	0	36354536.76	145781633.4	59669183.85	52090557.51	70292364.41	84064.39	0	799656380.25	0	0	0	911416121.61	911500186	100	99.9907782094783
"838"	"LV"	"Latvia"	"CF"	2018	1349414695	0	0	0	1349414695	38053494.39	0	0	38053494.39	93548173.72	11610221.42	0	47055582.44	0	72935864.25	199446921.31	0	0	0	211057142.73	283993006.98	21.045643569192	21.045643569192
"839"	"GR"	"Greece"	"CF"	2015	3247019501	0	0	0	3247019501	91560145.44	106820169.68	0	198380315.12	0	0	0	0	0	198380315.12	0	0	0	0	0	198380315.12	6.10961267891689	6.10961267891689
"840"	"HR"	"Croatia"	"ERDF"	2018	4321499588	0	0	0	4321499588	121866288.39	0	0	121866288.39	299587958.99	6072592.62	0	181804602.01	0	233577052.75	293927725	0	0	0	300000317.62	533577370.37	12.3470420279952	12.3470420279952
"841"	"HU"	"Hungary"	"ERDF"	2017	10756780690	0	0	0	10756780690	303341215.56	0	0	303341215.56	467651040.66	0	0	202227477.04	0	568764779.18	1429787204.89	0	0	0	1429787204.89	1998551984.07	18.5794620311256	18.5794620311256
"842"	"GR"	"Greece"	"CF"	2020	2775403635	0	0	0	2775403635	122080193.92	213640339.36	0	335720533.28	405749939.58	24061329.9	0	213389073.94	0	504020069.02	916917388.81	25977581.55	0	0	915001137.16	1419021206.18	51.1284624796566	51.1284624796566
"843"	"PT"	"Portugal"	"TOTAL"	2016	13638657876	0	0	0	13638657876	448711844.13	0	0	448711844.13	256406768.06	0	0	0	0	705118612.19	539212604.4	0	0	0	539212604.4	1244331216.59	9.12356060180712	9.12356060180712
"844"	"LV"	"Latvia"	"TOTAL"	2022	3912472250	0	0	0	3912472250	133257057.36	0	0	133257057.36	622976501.38	57754339.3	0	388330905.77	0	310148313.67	2594980425.33	3090265.68	0	0	2649644498.95	2959792812.62	75.650193113063	75.650193113063
"845"	"ES"	"Spain"	"TOTAL"	2015	19408883778	0	0	0	19408883778	456108768.85	0	0	456108768.85	0	0	0	0	0	456108768.85	455852047.78	0	0	0	455852047.78	911960816.63	4.69867730190496	4.69867730190496
"846"	"LT"	"Lithuania"	"ERDF"	2015	3501411767	0	0	0	3501411767	65826541.22	0	0	65826541.22	0	0	0	0	0	65826541.22	0	0	0	0	0	65826541.22	1.88000000001142	1.88000000001142
"847"	"SK"	"Slovakia"	"ERDF"	2020	7078505337	147316596	0	0	6931188741	207560329.74	0	0	207560329.74	905949004.53	41543574.59	0	483526461.28	0	588439298.4	1821923964.11	15038216.49	0	0	1848429322.21	2436868620.61	35.1580185112434	34.4263160737093
"848"	"IT"	"Italy"	"ERDF"	2023	27724375038	0	0	0	27724375038	1292490104.31	0	0	1292490104.31	4014671776.99	1035905221.2	0	2135601408.57	0	2135655251.53	19497557624.74	152259155.47	0	0	20381203690.47	22516858942	81.216831438536	81.216831438536
"849"	"IT"	"Italy"	"TOTAL"	2024	27724375038	0	0	0	27724375038	1292490104.31	0	0	1292490104.31	4014671776.99	1397309431.18	0	2371655178.06	0	1538197272.06	23555578100.75	161827751.07	0	0	24791059780.86	26329257052.92	94.9679010503652	94.9679010503652
"850"	"EU28"	"EU28"	"ERDF"	2024	230239167263	233603414	0	0	230005563849	10925467047.62	537270092.92	21531983.27	11441205157.27	37070262800.21	13228445688.16	0	21378387934.48	0	13904634334.84	201956522320.48	1876068840.4	0	0	213308899168.24	227213533503.08	98.7861031275953	98.6858735653505
"851"	"PT"	"Portugal"	"ERDF"	2024	12707935176	0	0	0	12707935176	553394273.89	0	0	553394273.89	1943225820.81	872472437.9	0	915799293.89	0	708348362.91	11144410716.29	17296341.1	0	0	11999586813.09	12707935176	100	100
"852"	"UK"	"United Kingdom"	"ERDF"	2018	5856532225	3342730	0	0	5853189495	164281476.84	0	0	164281476.84	404658634.87	22931561.55	0	230335715.29	0	315672834.87	970331516.26	0	0	0	993263077.81	1308935912.68	22.3627803917529	22.3500163986548
"853"	"PT"	"Portugal"	"TOTAL"	2022	15151137361	0	0	0	15151137361	647545591.08	0	0	647545591.08	2229712591.03	701723324.08	0	1027441582.05	0	1148093275.98	11925101119.53	17296341.1	0	0	12609528102.51	13757621378.49	90.802565184994	90.802565184994
"854"	"EU28"	"EU28"	"TOTAL"	2024	291694458750	254110749	0	0	291440348001	12824935819.45	750910432.28	21531983.27	13554314268.46	48583474952.83	17048814843.02	0	27826638392.37	0	17262335985.9	257422160491.85	3100992327.7	0	0	271369983007.17	288632318993.07	99.0364995694006	98.9502235421091
"855"	"PT"	"Portugal"	"TOTAL"	2021	15107573943	0	0	0	15107573943	594523258.56	0	0	594523258.56	1998578892.09	456080677.39	0	971734010.47	0	1165287462.79	10197767095.62	16625259.28	0	0	10637222513.73	11802509976.52	78.1231322848406	78.1231322848406
"856"	"EU28"	"EU28"	"ERDF"	2022	229892992343	214005126	0	0	229678987217	10925467047.62	537270092.92	21531983.27	11441205157.27	33170773991.75	7752180882.34	0	17479722556.02	0	19380075710.66	152619238883.99	1165502792.72	0	0	159205916973.61	178585992684.27	77.7546064828048	77.6822254842026
"857"	"PT"	"Portugal"	"TOTAL"	2024	15488985400	0	0	0	15488985400	647545591.08	0	0	647545591.08	2466518820.76	1095232926.59	0	1162864630.01	0	855966855.24	13555081959.27	17296341.1	0	0	14633018544.76	15488985400	100	100
"858"	"EU28"	"EU28"	"ERDF"	2023	230239167263	233603414	0	0	230005563849	10925467047.62	537270092.92	21531983.27	11441205157.27	37070262800.21	10697502988.52	0	19189430451.47	0	18624534517.49	179920454665.64	1480102652.51	0	0	189137855001.65	207762389519.14	90.3292885799655	90.2376394029497
"859"	"EU28"	"EU28"	"TOTAL"	2023	291694458750	254110749	0	0	291440348001	12824935819.45	750910432.28	21531983.27	13554314268.46	48583474952.83	13970496799.41	0	24981389941.07	0	23185902480.81	233048793857.73	2635066460.81	0	0	244384224196.33	267570126677.14	91.8095687547772	91.7295884960448
"860"	"PT"	"Portugal"	"TOTAL"	2023	15488985400	0	0	0	15488985400	647545591.08	0	0	647545591.08	2466518820.76	954563701.26	0	1062099762.17	0	1097400948.41	13116216292.63	17296341.1	0	0	14053483652.79	15150884601.2	97.8171533507934	97.8171533507934
"861"	"EU28"	"EU28"	"TOTAL"	2022	291348283830	214005126	0	0	291134278704	12824935819.45	750910432.28	21531983.27	13554314268.46	43514305312.09	10235599059.17	0	22831060448.95	0	24001960072.43	198489679560.63	2073512666.05	0	0	206651765953.75	230653726026.18	79.2258909026266	79.1676968177252
"862"	"PT"	"Portugal"	"ERDF"	2023	12707935176	0	0	0	12707935176	553394273.89	0	0	553394273.89	1943225820.81	770712540.56	0	831746102.54	0	894161451.6	10809137503.02	17296341.1	0	0	11562553702.48	12456715154.08	98.0231247764432	98.0231247764432
"863"	"EU28"	"EU28"	"TOTAL"	2026	291728163272.88	254110749	12693579.91	21010942.97	291440348001	12824935819.45	750910432.28	21531983.27	13554314268.46	48583474952.83	17096363740.91	791831713.06	27826638392.37	21010942.97	16401944431.98	259621992763.15	3100992327.7	0	1943901.99	274411139791.41	290834095166.36	99.7919804725741	99.6935269819377
"864"	"EU28"	"EU28"	"ERDF"	2026	230272871785.88	233603414	12693579.91	21010942.97	230005563849	10925467047.62	537270092.92	21531983.27	11441205157.27	37070262800.21	13275994586.05	603056006.33	21378387934.48	21010942.97	13233018487.65	204140355929.77	1876068840.4	0	1943901.99	216145281583.74	229399311014.36	99.7364181872409	99.6206410400213
"865"	"EU28"	"EU28"	"TOTAL"	2025	291728163272.88	254110749	12693579.91	21010942.97	291440348001	12824935819.45	750910432.28	21531983.27	13554314268.46	48583474952.8299	17092589561.14	791831713.06	27826638392.37	21010942.97	16405718611.75	259621992763.15	3100992327.7	0	1943901.99	274407365611.64	290834095166.36	99.7919804725741	99.6935269819377
"866"	"TC"	"Interreg"	"TOTAL"	2025	9435470395.15	10176032	5676635.82	19536976.33	9400080751	277009954.59	0	0	277009954.59	1788194898.31	698598436.46	144346372.53	941609397.3	19536976.33	261113670.28	8183169837.89	12084792.93	0	583939.51	9014613793.46	9295264440.07	98.8849424413844	98.5140544222144
"867"	"SE"	"Sweden"	"ERDF"	2025	1013298307.75	19872	3882171.5	1389902.25	1008006362	35269351.35	0	0	35269351.35	177032301.79	76796203.45	26317248.51	86056740.85	1389902.25	21741558.08	874422545.91	1692594.81	0	0	975843403.06	998974863.39	99.1040236500015	98.5864533424708
"868"	"TC"	"Interreg"	"TOTAL"	2024	9410256783	10176032	0	0	9400080751	277009954.59	0	0	277009954.59	1788194898.31	696544627.380001	0	941609397.3	0	427050828.22	8144190516.97	12084792.93	0	0	8828650351.42	9255701179.64	98.4640603077305	98.3575835715853
"869"	"TC"	"Interreg"	"ERDF"	2025	9435470395.15	10176032	5676635.82	19536976.33	9400080751	277009954.59	0	0	277009954.59	1788194898.31	698598436.46	144346372.53	941609397.3	19536976.33	261113670.28	8183169837.89	12084792.93	0	583939.51	9014613793.46	9295264440.07	98.8849424413844	98.5140544222144
"870"	"TC"	"Interreg"	"ERDF"	2024	9410256783	10176032	0	0	9400080751	277009954.59	0	0	277009954.59	1788194898.31	696544627.380001	0	941609397.3	0	427050828.22	8144190516.97	12084792.93	0	0	8828650351.42	9255701179.64	98.4640603077305	98.3575835715853
"871"	"UK"	"United Kingdom"	"TOTAL"	2016	5825584287	0	0	0	5825584287	164281476.84	0	0	164281476.84	109520984.56	0	0	0	0	273802461.4	66689245.36	0	0	0	66689245.36	340491706.76	5.84476491945742	5.84476491945742
"872"	"FI"	"Finland"	"ERDF"	2026	911584250.39	0	0	84064.39	911500186	36354536.76	0	0	36354536.76	145781633.4	59669183.85	52090557.51	70292364.41	84064.39	0	799656380.25	0	0	0	911416121.61	911500186	100	99.9907782094783
"873"	"IE"	"Ireland"	"TOTAL"	2026	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	74779010.11	19729107.21	0	47836199.41	0	20676598.29	441174693.99	10805301.49	0	0	450098499.71	470775098	100	100
"874"	"ES"	"Spain"	"ERDF"	2016	19408883778	0	0	0	19408883778	638552276.36	0	0	638552276.36	364887015.02	0	0	0	0	1003439291.38	646955081.69	0	0	0	646955081.69	1650394373.07	8.50329360486318	8.50329360486318
